id	name	description
phs000170	GWAS on Cataract and HDL in the PMRP	The primary goals of this project are to develop and validate electronic phenotyping algorithms, to accurately identify cases and controls while maintaining a positive predictive value (PPV) of 95%, and  to conduct a genome wide association study that advances understanding of two specific yet interrelated disease states, while simultaneously engaging
phs000171	Genetic Multiple Sclerosis Associations - GeneMSA	This is a multi-centre, case-controlled study to develop a dataset containing 1000 MS cases and 1000 matched controls and to associate DNA sequence (allelic) variations with MS phenotypes. Study subjects  were enrolled through a prospective effort initiated in 2003. Three MS clinical centres were involved in subject recruitment and biological specimen
phs000180	T1DGC: Genome-Wide Association Study in Type 1 Diabetes, 2008	Cases with Type 1 Diabetes (T1D) in the UK, were part of the Wellcome Trust Case Control Consortium (WTCCC) - http://www.wtccc.org.uk - that first reported in 2007: Wellcome Trust Case  Control Consortium (2007) Genome-wide association study of 14,000 cases of seven common diseases and 3,000 shared controls. Nature, 447, 661-678
phs000181	Alcohol Research using Australian twins and their families (OZ-ALC)	The Australian twin-family study of alcohol use disorder (OZALC study) derives from telephone diagnostic interview studies of two general population volunteer cohorts of Australian twins (cohort 1, mostly born 1940-1964;  cohort 2, born 1964-71) and the spouses of the former cohort - a total of over 11,000 families. Three coordinated studies, using a shared assessment
phs000185	Genetic Studies in the Hutterites	We have conducted genetic studies of disease-associated quantitative phenotypes, including microbiome and gene expression studies, by genotyping and/or sequencing in the Hutterites, a founder population of European descent. The Hutterites  who have participated in our studies live on communal farms in South Dakota and are related to each other through multiple lines of descent in a
phs000187	High Density SNP Association Analysis of Melanoma	This research builds upon an extensive resource of melanoma cases and hospital based controls collected over several years at the U.T. M.D. Anderson Cancer Center. The goal of this research  is to identify novel susceptibility and outcome-related genes for melanoma using a systematic genome-wide association-based approach. Our goal is to
phs000188	Vanderbilt Genome-Electronic Records (VGER) Project: QRS Duration	An important potential enabling resource for Personalized Medicine is the combination of a DNA repository with Electronic Medical Record (EMR) systems sufficiently robust to provide excellence in clinical care and  to serve as resources for analysis of disease susceptibility and therapeutic outcomes across patient populations. The Vanderbilt EMR is a state of
phs000196	Genome-Wide Association Study of Parkinson Disease	Parkinson's disease (PD) is a common, progressive, age-related, movement disorder that affects 1-2% of the people over the age of 65. The NeuroGenetics Research Consortium (NGRC) is the infrastructure of  the study. Study subjects were recruited at NGRC-affiliated movement disorder clinics in Oregon, Washington, Georgia, New York, and Alabama. DNA was
phs000198	Sporadic Amyotrophic Lateral Sclerosis Study	Genomewide association study of risk for sporadic amyotrophic lateral sclerosis (ALS) and ALS patient phenotype. Genotypes were analyzed for 288,357 markers in 1,821 sporadic ALS patients and 2,258 controls. DNA  from study participants were obtained from one of three centres in the US (Boston, Atlanta, National Institute of Neurological Disorders and Stroke
phs000199	CHOP Control CNV Study	We present a database of copy number variations (CNVs) detected in 2,026 disease-free individuals, using high-density, SNP-based oligonucleotide microarrays. This large cohort analyzed for CNVs in a single study using  a uniform array platform and computational tools, comprises mainly of Caucasians (65.2%) and African-Americans (34.2%), We have catalogued and
phs000201	Acquired Copy Number Alterations in Adult Acute Myeloid Leukemia Genomes	We performed genome-wide copy number analysis with paired normal and tumor DNA obtained from 86 adult patients with de novo AML using the Affymetrix Genome-Wide Human SNP array 6.0 containing  1.85 million features. Acquired copy number alterations (CNA) were confirmed using an independent, higher resolution, custom array comparative
phs000202	OMRF SLEGEN GWAS Data from European-American Women with Lupus	"""Systemic lupus erythematosus (SLE) is a common systemic autoimmune disease with complex etiology but strong clustering in families (lambda(S) approximately 30). We performed a genome-wide association scan using 317,501 SNPs  in 720 women of European ancestry with SLE and in 2,337 controls, and we genotyped consistently associated SNPs in two additional independent sample"
phs000203	A Genome-Wide Association Study of Peripheral Arterial Disease	The Electronic Medical Record Phenotypes and Community-engaged Genomic Association Study aims to identify genetic variants mediating susceptibility to peripheral arterial disease (PAD). The study leverages a biorepository of blood samples  of 1688 PAD cases and 1649 controls, and the electronic medical record (EMR) to annotate the biorepository. PAD cases were identified from the
phs000204	Genetic Analysis of Limb Malformation Disorders: Freeman Sheldon Syndrome    Exome Sequencing Study (LMD-FSS)	The overall goal of this project is to investigate the etiology and pathogenesis of malformations (i.e., birth defects) of the limb, concentrating on abnormalities of limb patterning such as limb  deficiency/duplications and multiple congenital contractures. The exome sequences of four unrelated individuals were obtained by massively parallel
phs000205	International Standards for Cytogenomic Arrays	The International Standards for Cytogenomic Arrays (ISCA) Consortium is a rapidly growing group of clinical cytogenetics and molecular genetics laboratories committed to improving quality of patient care related to clinical  genetic testing using new molecular cytogenetic technologies including array comparative genomic hybridization (aCGH) and quantitative SNP analysis
phs000206	Pancreatic Cancer Cohort and Case-Control Consortium (PanScan)	"Within the framework of the NCI-sponsored Cohort Consortium, investigators from 12 prospective epidemiologic cohorts formed the Pancreatic Cancer Cohort Consortium in 2006. This study, also known as ""PanScan"", is funded  by the National Cancer Institute (NCI) and involves conducting a genome-wide association study (GWAS) of common genetic variants to identify markers"
phs000207	CGEMS Prostate Cancer GWAS - Stage 1 - PLCO	The Cancer Genetic Markers of Susceptibility (CGEMS) prostate cancer genome-wide association study (GWAS) included genotyping approximately 550,000 SNPs (Phase 1A with HumanHap300 and Phase 1B HumanHap240, both from Illumina, San  Diego, CA) in 1,172 prostate cancer patients and 1,157 controls of European ancestry from the Prostate, Lung, Colon and Ovarian (PLCO, http
